Year, Month, Day, Hour, Minute, Second, Millisecond, ros_time, state, pos.x, pos.y, pos.z
2023,06,01,20,23,54,025,1.68562e+09,     0,-3.41065,4.29747,1.07124
2023,06,01,20,23,54,028,1.68562e+09,     0,-3.41065,4.29747,1.07124
2023,06,01,20,23,54,050,1.68562e+09,     0,-3.41065,4.29747,1.07124
2023,06,01,20,23,54,069,1.68562e+09,     0,-3.40975,4.29878,1.08049
2023,06,01,20,23,54,089,1.68562e+09,     0,-3.40853,4.29945,1.09033
2023,06,01,20,23,54,109,1.68562e+09,     0,-3.40733,4.30012,1.09929
2023,06,01,20,23,54,130,1.68562e+09,     0,-3.40614,4.3008,1.10696
2023,06,01,20,23,54,151,1.68562e+09,     0,-3.40498,4.30148,1.11522
2023,06,01,20,23,54,170,1.68562e+09,     0,-3.40372,4.30266,1.12307
2023,06,01,20,23,54,190,1.68562e+09,     0,-3.40257,4.30338,1.1305
2023,06,01,20,23,54,209,1.68562e+09,     0,-3.40142,4.3041,1.13752
2023,06,01,20,23,54,229,1.68562e+09,     0,-3.40028,4.30481,1.14395
2023,06,01,20,23,54,250,1.68562e+09,     0,-3.39915,4.30554,1.15018
2023,06,01,20,23,54,269,1.68562e+09,     0,-3.39818,4.30598, 1.156
2023,06,01,20,23,54,290,1.68562e+09,     0,-3.3968,4.30688,1.1609
2023,06,01,20,23,54,309,1.68562e+09,     0,-3.39571,4.3076,1.16591
2023,06,01,20,23,54,328,1.68562e+09,     0,-3.39547,4.30946,1.17148
2023,06,01,20,23,54,349,1.68562e+09,     0,-3.39438,4.31016,1.17579
2023,06,01,20,23,54,369,1.68562e+09,     0,-3.39254,4.3101,1.17991
2023,06,01,20,23,54,390,1.68562e+09,     0,-3.39143,4.31076,1.18453
2023,06,01,20,23,54,409,1.68562e+09,     0,-3.39003,4.31158,1.18836
2023,06,01,20,23,54,429,1.68562e+09,     0,-3.3892,4.31206,1.19469
2023,06,01,20,23,54,449,1.68562e+09,     0,-3.38809,4.31269,1.19823
2023,06,01,20,23,54,468,1.68562e+09,     2,-3.38643,4.31274,1.2016
2023,06,01,20,23,54,489,1.68562e+09,     2,-3.38528,4.31333,1.20633
2023,06,01,20,23,54,515,1.68562e+09,     2,-3.38411,4.3139,1.20939
2023,06,01,20,23,54,532,1.68562e+09,     2,-3.38175,4.31499,1.21765
2023,06,01,20,23,54,549,1.68562e+09,     2,-3.38175,4.31499,1.21765
2023,06,01,20,23,54,570,1.68562e+09,     2,-3.3801,4.3157,1.22039
2023,06,01,20,23,54,593,1.68562e+09,     2,-3.37886,4.31621,1.22365
2023,06,01,20,23,54,610,1.68562e+09,     2,-3.37761,4.3167,1.22616
2023,06,01,20,23,54,630,1.68562e+09,     2,-3.37635,4.31716,1.23074
2023,06,01,20,23,54,650,1.68562e+09,     2,-3.37507,4.31762,1.23286
2023,06,01,20,23,54,671,1.68562e+09,     2,-3.37431,4.31948,1.23486
2023,06,01,20,23,54,690,1.68562e+09,     2,-3.37304,4.31998,1.23762
2023,06,01,20,23,54,710,1.68562e+09,     2,-3.37175,4.32046,1.23918
2023,06,01,20,23,54,731,1.68562e+09,     2,-3.37044,4.32094,1.2429
2023,06,01,20,23,54,750,1.68562e+09,     2,-3.36832,4.32217,1.24427
2023,06,01,20,23,54,768,1.68562e+09,     2,-3.36766,4.32218,1.24558
2023,06,01,20,23,54,790,1.68562e+09,     2,-3.36632,4.32261,1.24742
2023,06,01,20,23,54,811,1.68562e+09,     2,-3.36498,4.32302,1.24846
2023,06,01,20,23,54,831,1.68562e+09,     2,-3.36362,4.32343,1.25063
2023,06,01,20,23,54,851,1.68562e+09,     2,-3.36221,4.32381,1.25172
2023,06,01,20,23,54,870,1.68562e+09,     2,-3.35993,4.32451,1.25274
2023,06,01,20,23,54,889,1.68562e+09,     2,-3.35822,4.32491,1.25299
2023,06,01,20,23,54,910,1.68562e+09,     2,-3.35593,4.32537,1.25406
2023,06,01,20,23,54,929,1.68562e+09,     2,-3.35444,4.32564,1.25684
2023,06,01,20,23,54,949,1.68562e+09,     2,-3.35228,4.32599,1.25793
2023,06,01,20,23,54,969,1.68562e+09,     2,-3.34887,4.32688,1.25906
2023,06,01,20,23,54,992,1.68562e+09,     2,-3.34545,4.32731,1.26021
2023,06,01,20,23,55,010,1.68562e+09,     2,-3.34321,4.32757,1.26146
2023,06,01,20,23,55,032,1.68562e+09,     2,-3.33999,4.32791,1.2646
2023,06,01,20,23,55,050,1.68562e+09,     2,-3.33647,4.32821,1.26595
2023,06,01,20,23,55,069,1.68562e+09,     2,-3.33155,4.32911,1.26733
2023,06,01,20,23,55,090,1.68562e+09,     2,-3.32737,4.32942,1.26816
2023,06,01,20,23,55,109,1.68562e+09,     2,-3.32287,4.3297,1.26969
2023,06,01,20,23,55,128,1.68562e+09,     2,-3.31806,4.32997,1.27192
2023,06,01,20,23,55,148,1.68562e+09,     2,-3.31295,4.33022,1.27365
2023,06,01,20,23,55,174,1.68562e+09,     2,-3.30781,4.33127,1.27556
2023,06,01,20,23,55,190,1.68562e+09,     2,-3.29848,4.33475,1.2769
2023,06,01,20,23,55,211,1.68562e+09,     2,-3.29245,4.33498,1.27898
2023,06,01,20,23,55,231,1.68562e+09,     2,-3.28614,4.33519,1.28525
2023,06,01,20,23,55,250,1.68562e+09,     2,-3.27956,4.33539,1.28525
2023,06,01,20,23,55,268,1.68562e+09,     2,-3.26725,4.33657,1.28952
2023,06,01,20,23,55,290,1.68562e+09,     2,-3.26725,4.33657,1.28952
2023,06,01,20,23,55,309,1.68562e+09,     2,-3.25819,4.33682,1.29205
2023,06,01,20,23,55,332,1.68562e+09,     2,-3.25259,4.33693,1.29508
2023,06,01,20,23,55,348,1.68562e+09,     2,-3.24496,4.33704,1.29766
2023,06,01,20,23,55,369,1.68562e+09,     2,-3.23394,4.33748,1.30013
2023,06,01,20,23,55,390,1.68562e+09,     2,-3.22568,4.3376,1.30084
2023,06,01,20,23,55,410,1.68562e+09,     2,-3.21511,4.33772,1.30341
2023,06,01,20,23,55,431,1.68562e+09,     2,-3.20865,4.33778,1.30769
2023,06,01,20,23,55,449,1.68562e+09,     2,-3.19992,4.33786,1.31029
2023,06,01,20,23,55,469,1.68562e+09,     2,-3.19047,4.33802,1.31281
2023,06,01,20,23,55,492,1.68562e+09,     2,-3.18145,4.33809,1.31409
2023,06,01,20,23,55,509,1.68562e+09,     2,-3.17001,4.33817,1.31664
2023,06,01,20,23,55,529,1.68562e+09,     2,-3.16308,4.33821,1.31985
2023,06,01,20,23,55,549,1.68562e+09,     2,-3.15376,4.33825,1.32243
2023,06,01,20,23,55,570,1.68562e+09,     2,-3.14718,4.33854,1.32492
2023,06,01,20,23,55,592,1.68562e+09,     2,-3.13795,4.3386,1.32692
2023,06,01,20,23,55,611,1.68562e+09,     2,-3.13197,4.34065,1.32888
2023,06,01,20,23,55,630,1.68562e+09,     2,-3.12286,4.34067,1.33095
2023,06,01,20,23,55,651,1.68562e+09,     2,-3.11374,4.34071,1.33256
2023,06,01,20,23,55,670,1.68562e+09,     2,-3.10794,4.34164,1.33413
2023,06,01,20,23,55,689,1.68562e+09,     2,-3.09907,4.34173,1.33469
2023,06,01,20,23,55,709,1.68562e+09,     2,-3.09023,4.34184,1.33598
2023,06,01,20,23,55,729,1.68562e+09,     2,-3.08144,4.34197,1.33878
2023,06,01,20,23,55,749,1.68562e+09,     2,-3.07273,4.34209,1.33989
2023,06,01,20,23,55,769,1.68562e+09,     2,-3.06615,4.34289,1.34107
2023,06,01,20,23,55,790,1.68562e+09,     2,-3.05777,4.34307,1.34252
2023,06,01,20,23,55,810,1.68562e+09,     2,-3.04951,4.34327,1.34355
2023,06,01,20,23,55,829,1.68562e+09,     2,-3.04139,4.34346,1.34876
2023,06,01,20,23,55,850,1.68562e+09,     2,-3.03341,4.34367,1.34963
2023,06,01,20,23,55,872,1.68562e+09,     2,-3.02608,4.34497,1.35046
2023,06,01,20,23,55,888,1.68562e+09,     2,-3.01844,4.3452,1.35032
2023,06,01,20,23,55,909,1.68562e+09,     2,-3.01097,4.34544, 1.351
2023,06,01,20,23,55,930,1.68562e+09,     2,-3.00187,4.34576,1.35484
2023,06,01,20,23,55,950,1.68562e+09,     2,-2.99653,4.34596,1.3554
2023,06,01,20,23,55,970,1.68562e+09,     2,-2.9891,4.34679,1.3559
2023,06,01,20,23,55,990,1.68562e+09,     2,-2.98061,4.34718,1.3542
2023,06,01,20,23,56,010,1.68562e+09,     2,-2.97567,4.34741,1.35462
2023,06,01,20,23,56,030,1.68562e+09,     2,-2.97617,4.35242,1.35615
2023,06,01,20,23,56,049,1.68562e+09,     2,-2.96997,4.35274,1.35657
2023,06,01,20,23,56,071,1.68562e+09,     2,-2.96359,4.35389,1.35711
2023,06,01,20,23,56,089,1.68562e+09,     2,-2.95776,4.35426,1.35585
2023,06,01,20,23,56,111,1.68562e+09,     2,-2.95214,4.35463,1.3563
2023,06,01,20,23,56,131,1.68562e+09,     2,-2.94672, 4.355,1.35729
2023,06,01,20,23,56,149,1.68562e+09,     2,-2.9415,4.35538,1.35769
2023,06,01,20,23,56,170,1.68562e+09,     2,-2.93589,4.35558,1.35808
2023,06,01,20,23,56,190,1.68562e+09,     2,-2.93231,4.35584,1.3583
2023,06,01,20,23,56,211,1.68562e+09,     2,-2.9277,4.3562,1.35864
2023,06,01,20,23,56,229,1.68562e+09,     2,-2.92327,4.35652,1.36045
2023,06,01,20,23,56,249,1.68562e+09,     2,-2.91903,4.35685,1.36072
2023,06,01,20,23,56,270,1.68562e+09,     2,-2.91455,4.35789,1.3609
2023,06,01,20,23,56,289,1.68562e+09,     2,-2.91059,4.35828,1.36267
2023,06,01,20,23,56,313,1.68562e+09,     2,-2.90591,4.35873,1.36279
2023,06,01,20,23,56,332,1.68562e+09,     2,-2.90322, 4.359,1.36531
2023,06,01,20,23,56,349,1.68562e+09,     2,-2.89976,4.35935,1.36538
2023,06,01,20,23,56,369,1.68562e+09,     2,-2.89561,4.36011,1.36542
2023,06,01,20,23,56,392,1.68562e+09,     2,-2.89238,4.36047,1.36431
2023,06,01,20,23,56,412,1.68562e+09,     2,-2.88928,4.36082,1.3643
2023,06,01,20,23,56,429,1.68562e+09,     2,-2.88631,4.36115,1.36465
2023,06,01,20,23,56,449,1.68562e+09,     2,-2.8794,4.36351,1.36458
2023,06,01,20,23,56,469,1.68562e+09,     2,-2.87454,4.3651,1.36444
2023,06,01,20,23,56,490,1.68562e+09,     2,-2.87165,4.36548,1.36328
2023,06,01,20,23,56,509,1.68562e+09,     2,-2.86886,4.36586,1.3631
