Year, Month, Day, Hour, Minute, Second, Millisecond, ros_time, state, pos.x, pos.y, pos.z
2023, 06, 02, 10, 41, 40, 941, 1.68567e+09, 0, 0.287891, 0.111207, 0.122243
2023, 06, 02, 10, 41, 40, 961, 1.68567e+09, 0, 0.287892, 0.111207, 0.122339
2023, 06, 02, 10, 41, 40, 982, 1.68567e+09, 0, 0.287891, 0.111208, 0.122305
2023, 06, 02, 10, 41, 41, 001, 1.68567e+09, 0, 0.287888, 0.111207, 0.122281
2023, 06, 02, 10, 41, 41, 021, 1.68567e+09, 0, 0.288009, 0.111479, 0.12241
2023, 06, 02, 10, 41, 41, 044, 1.68567e+09, 0, 0.288006, 0.111476, 0.122469
2023, 06, 02, 10, 41, 41, 061, 1.68567e+09, 0, 0.288006, 0.111477, 0.122599
2023, 06, 02, 10, 41, 41, 082, 1.68567e+09, 0, 0.288007, 0.11148, 0.12263
2023, 06, 02, 10, 41, 41, 101, 1.68567e+09, 0, 0.288008, 0.111485, 0.122646
2023, 06, 02, 10, 41, 41, 121, 1.68567e+09, 0, 0.288052, 0.11171, 0.122686
2023, 06, 02, 10, 41, 41, 141, 1.68567e+09, 0, 0.288052, 0.11171, 0.122667
2023, 06, 02, 10, 41, 41, 161, 1.68567e+09, 0, 0.288048, 0.111717, 0.122691
2023, 06, 02, 10, 41, 41, 181, 1.68567e+09, 0, 0.288046, 0.11172, 0.122644
2023, 06, 02, 10, 41, 41, 201, 1.68567e+09, 0, 0.28795, 0.111961, 0.122573
2023, 06, 02, 10, 41, 41, 221, 1.68567e+09, 0, 0.287626, 0.111931, 0.122595
2023, 06, 02, 10, 41, 41, 242, 1.68567e+09, 0, 0.287625, 0.111935, 0.122582
2023, 06, 02, 10, 41, 41, 261, 1.68567e+09, 0, 0.287624, 0.111935, 0.122647
2023, 06, 02, 10, 41, 41, 281, 1.68567e+09, 0, 0.287623, 0.111932, 0.122633
2023, 06, 02, 10, 41, 41, 301, 1.68567e+09, 0, 0.287622, 0.111927, 0.122622
2023, 06, 02, 10, 41, 41, 323, 1.68567e+09, 0, 0.287524, 0.111642, 0.122671
2023, 06, 02, 10, 41, 41, 341, 1.68567e+09, 0, 0.28752, 0.111637, 0.12265
2023, 06, 02, 10, 41, 41, 361, 1.68567e+09, 0, 0.287514, 0.111629, 0.122664
2023, 06, 02, 10, 41, 41, 383, 1.68567e+09, 0, 0.287506, 0.111622, 0.12263
2023, 06, 02, 10, 41, 41, 401, 1.68567e+09, 0, 0.287499, 0.111617, 0.122586
2023, 06, 02, 10, 41, 41, 421, 1.68567e+09, 0, 0.287603, 0.111384, 0.122634
2023, 06, 02, 10, 41, 41, 440, 1.68567e+09, 0, 0.287598, 0.111383, 0.122636
2023, 06, 02, 10, 41, 41, 461, 1.68567e+09, 0, 0.287593, 0.111384, 0.122671
2023, 06, 02, 10, 41, 41, 482, 1.68567e+09, 0, 0.287586, 0.11138, 0.122656
2023, 06, 02, 10, 41, 41, 500, 1.68567e+09, 0, 0.287576, 0.111375, 0.122652
2023, 06, 02, 10, 41, 41, 522, 1.68567e+09, 0, 0.288113, 0.111713, 0.122675
2023, 06, 02, 10, 41, 41, 543, 1.68567e+09, 0, 0.288102, 0.111703, 0.122649
2023, 06, 02, 10, 41, 41, 562, 1.68567e+09, 0, 0.288092, 0.111697, 0.122683
2023, 06, 02, 10, 41, 41, 582, 1.68567e+09, 0, 0.288086, 0.111688, 0.122659
2023, 06, 02, 10, 41, 41, 601, 1.68567e+09, 0, 0.288082, 0.111681, 0.122625
2023, 06, 02, 10, 41, 41, 624, 1.68567e+09, 0, 0.287806, 0.111767, 0.122638
2023, 06, 02, 10, 41, 41, 641, 1.68567e+09, 0, 0.287848, 0.11165, 0.12259
2023, 06, 02, 10, 41, 41, 662, 1.68567e+09, 0, 0.287843, 0.111639, 0.122615
2023, 06, 02, 10, 41, 41, 682, 1.68567e+09, 0, 0.287838, 0.111631, 0.122591
2023, 06, 02, 10, 41, 41, 699, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 720, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 739, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 760, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 779, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 799, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 820, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 840, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 859, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
2023, 06, 02, 10, 41, 41, 880, 1.68567e+09, 0, 0.287833, 0.111624, 0.122559
